Image Name, City URL
Sankt Pölten,https://upload.wikimedia.org/wikipedia/commons/3/39/Banner_Sankt_Poelten.svg
Vienna,https://upload.wikimedia.org/wikipedia/commons/b/bf/Flag_of_Salzburg%2C_Vienna%2C_Vorarlberg.svg
Baku,https://upload.wikimedia.org/wikipedia/commons/4/48/Flag_of_Baku%2C_Azerbaijan.svg
Babrujsk,https://upload.wikimedia.org/wikipedia/commons/0/07/Flag_of_Babruisk%2C_Belarus.svg
Baranavičy,https://upload.wikimedia.org/wikipedia/commons/f/f4/Flag_of_Baranavichy.svg
Barysaŭ,https://upload.wikimedia.org/wikipedia/commons/3/3b/Flag_of_Barysa%C5%AD.svg
Brest,https://upload.wikimedia.org/wikipedia/commons/f/fd/Flag_of_Brest%2C_Belarus.svg
Dziaržynsk,https://upload.wikimedia.org/wikipedia/commons/b/b8/Flag_of_Dziar%C5%BEynsk%2C_Belarus.svg
Homieĺ,https://upload.wikimedia.org/wikipedia/commons/9/98/Flag_of_Gomel.svg
Hrodna,https://upload.wikimedia.org/wikipedia/commons/c/c3/Flag_of_Hrodna.svg
Ivanava,https://upload.wikimedia.org/wikipedia/commons/8/82/Flag_of_Jana%C5%AD.svg
Ivacevičy,https://upload.wikimedia.org/wikipedia/commons/d/db/Flag_of_Ivacevi%C4%8Dy.svg
Chocimsk,https://upload.wikimedia.org/wikipedia/commons/a/a6/Flag_of_Chocimsk.svg
Klimavičy,https://upload.wikimedia.org/wikipedia/commons/6/67/Flag_of_Klimavi%C4%8Dy.svg
Kryčaŭ,https://upload.wikimedia.org/wikipedia/commons/b/b6/Flag_of_Kry%C4%8Da%C5%AD.svg
Lida,https://upload.wikimedia.org/wikipedia/commons/4/43/Flag_of_Lida.svg
Maladziečna,https://upload.wikimedia.org/wikipedia/commons/2/25/Flag_of_Maladzechna%2C_Belarus.svg
Masty,https://upload.wikimedia.org/wikipedia/commons/7/72/BIA_Mosty_flag.svg
Minsk,https://upload.wikimedia.org/wikipedia/commons/6/69/Flag_of_Minsk%2C_Belarus.svg
Mahilioŭ,https://upload.wikimedia.org/wikipedia/commons/6/61/Flag_of_Mahilo%C5%AD.svg
Navapolack,https://upload.wikimedia.org/wikipedia/commons/d/d5/Flag_of_Navapo%C5%82ack%2C_Belarus.svg
Orša,https://upload.wikimedia.org/wikipedia/commons/4/45/Flag_of_Vorsza%2C_Belarus.svg
Pastavy,https://upload.wikimedia.org/wikipedia/commons/a/a5/Flag_of_Pastavy.svg
Pinsk,https://upload.wikimedia.org/wikipedia/commons/9/97/Flag_of_Pinsk.svg
Polack,https://upload.wikimedia.org/wikipedia/commons/e/e7/Flag_of_the_city_of_Polotsk_Belarus.svg
Rahačoŭ,https://upload.wikimedia.org/wikipedia/commons/0/0d/Flag_of_Raha%C4%8Do%C5%AD.svg
Rečyca,https://upload.wikimedia.org/wikipedia/commons/2/24/Flag_of_Re%C4%8Dyca%2C_Belarus.svg
Salihorsk,https://upload.wikimedia.org/wikipedia/commons/5/5d/Flag_of_Soligorsk_Belarus.svg
Slonim,https://upload.wikimedia.org/wikipedia/commons/5/56/Flag_of_Slonim%2C_Belarus.svg
Sluck,https://upload.wikimedia.org/wikipedia/commons/b/b0/Flag_of_S%C5%82ucak.svg
Smaliavičy,https://upload.wikimedia.org/wikipedia/commons/c/cc/Flag_of_Smalavi%C4%8Dy.svg
Smarhoń,https://upload.wikimedia.org/wikipedia/commons/a/ad/Flag_of_Smarho%C5%84%2C_Belarus.svg
Stoŭbcy,https://upload.wikimedia.org/wikipedia/commons/e/e8/Flag_of_Sto%C7%94bcy.svg
Svietlahorsk,https://upload.wikimedia.org/wikipedia/commons/c/cc/Flag_of_Svietlahorsk.svg
Svislač,https://upload.wikimedia.org/wikipedia/commons/7/7c/Flag_of_%C5%9Avis%C5%82a%C4%8D.svg
Turaŭ,https://upload.wikimedia.org/wikipedia/commons/d/db/Flag_of_Turaw%2C_Belarus.svg
Viciebsk,https://upload.wikimedia.org/wikipedia/commons/4/45/Flag_of_Viciebsk%2C_Belarus.svg
Žodzina,https://upload.wikimedia.org/wikipedia/commons/3/39/Flag_of_Zhodzina.svg
Aalst,https://upload.wikimedia.org/wikipedia/commons/4/49/Aalst_%28Oost-Vlaanderen%29_vlag.svg
Antwerp,https://upload.wikimedia.org/wikipedia/commons/7/79/Flag_of_Antwerp_%28City%29.svg
Arlon,https://upload.wikimedia.org/wikipedia/commons/e/ee/Flag_of_Arlon.svg
Beringen,https://upload.wikimedia.org/wikipedia/commons/a/ab/Beringen_vlag.svg
Bruges,https://upload.wikimedia.org/wikipedia/commons/c/cf/Flag_of_Bruges.svg
Brussels,https://upload.wikimedia.org/wikipedia/commons/b/bc/Flag_of_the_Brussels-Capital_Region.svg
Charleroi,https://upload.wikimedia.org/wikipedia/commons/6/6c/Drapeau_ville_be_Charleroi.svg
Châtelet,https://upload.wikimedia.org/wikipedia/commons/3/35/Flag_of_Ch%C3%A2telet.svg
Dendermonde,https://upload.wikimedia.org/wikipedia/commons/1/13/Dendermonde_Belgium.svg
Geel,https://upload.wikimedia.org/wikipedia/commons/2/20/Flag_of_Geel.svg
Genk,https://upload.wikimedia.org/wikipedia/commons/f/f0/Genk_vlag.svg
Ghent,https://upload.wikimedia.org/wikipedia/commons/d/d3/Vlag_van_Gent.svg
Halle,https://upload.wikimedia.org/wikipedia/commons/f/f8/Halle_Belgium.svg
Hasselt,https://upload.wikimedia.org/wikipedia/commons/0/0e/Hasselt_%28B%29_vlag.svg
Kortrijk,https://upload.wikimedia.org/wikipedia/commons/3/3d/Flag_of_Kortrijk.svg
La Louvière,https://upload.wikimedia.org/wikipedia/commons/7/7e/Flag_of_La_Louvi%C3%A8re.svg
Leuven,https://upload.wikimedia.org/wikipedia/commons/3/3c/Flag_of_Leuven.svg
Liège,https://upload.wikimedia.org/wikipedia/commons/1/1c/LuikVlag.svg
Lier,https://upload.wikimedia.org/wikipedia/commons/0/0a/Flag_of_Lier.svg
Lokeren,https://upload.wikimedia.org/wikipedia/commons/5/57/Vlag_Lokeren.svg
Mechelen,https://upload.wikimedia.org/wikipedia/commons/0/0c/Flag_of_Mechlin.svg
Mons,https://upload.wikimedia.org/wikipedia/commons/e/ef/Flag_of_Mons.svg
Mouscron,https://upload.wikimedia.org/wikipedia/commons/7/7c/Drapeau_ville_be_Mouscron.svg
Namur,https://upload.wikimedia.org/wikipedia/commons/3/3a/Flag_of_Namur.svg
Ninove,https://upload.wikimedia.org/wikipedia/commons/a/a2/Ninove_vlag.svg
Ostend,https://upload.wikimedia.org/wikipedia/commons/4/4c/Afbeelding_OostendeVlag.svg
Roeselare,https://upload.wikimedia.org/wikipedia/commons/5/52/Flag_of_Roeselare.svg
Seraing,https://upload.wikimedia.org/wikipedia/commons/c/c3/Flag_of_Seraing.svg
Sint-Niklaas,https://upload.wikimedia.org/wikipedia/commons/6/6a/Flag_of_Sint-Niklaas.svg
Sint-Truiden,https://upload.wikimedia.org/wikipedia/commons/e/e7/Vlag_van_Sint-Truiden.svg
Tienen,https://upload.wikimedia.org/wikipedia/commons/b/b0/Flag_of_Tienen.svg
Tournai,https://upload.wikimedia.org/wikipedia/commons/9/94/Flag_of_Tournai.svg
Turnhout,https://upload.wikimedia.org/wikipedia/commons/a/a6/Flag_of_Turnhout.svg
Verviers,https://upload.wikimedia.org/wikipedia/commons/4/4c/Verviers_Belgium.svg
Vilvoorde,https://upload.wikimedia.org/wikipedia/commons/a/ae/VilvoordeVlag.svg
Waregem,https://upload.wikimedia.org/wikipedia/commons/7/7e/Waregem_vlag.svg
Wavre,https://upload.wikimedia.org/wikipedia/commons/5/52/Flag_of_Wavre.svg
Ypres,https://upload.wikimedia.org/wikipedia/commons/1/14/Flag_of_Ypres.svg
Belize City,https://upload.wikimedia.org/wikipedia/commons/7/7f/Flag_of_Belize_City.svg
Belmopan,https://upload.wikimedia.org/wikipedia/commons/7/77/Flag_of_Belmopan%2C_Belize.svg
San Ignacio,https://upload.wikimedia.org/wikipedia/commons/8/83/Flag_of_San_Ignacio%2C_Belize.svg
Sarteneja,https://upload.wikimedia.org/wikipedia/commons/2/26/Flag_of_Sarteneja%2C_Belize.svg
Cochabamba,https://upload.wikimedia.org/wikipedia/commons/f/f0/Flag_of_Cochabamba.svg
El Alto,https://upload.wikimedia.org/wikipedia/commons/d/df/Bandera_de_El_Alto.svg
La Paz,https://upload.wikimedia.org/wikipedia/commons/1/12/Bandera_de_La_Paz.svg
Oruro,https://upload.wikimedia.org/wikipedia/commons/0/06/Flag_of_Oruro.svg
Potosí,https://upload.wikimedia.org/wikipedia/commons/4/48/Flag_of_Potos%C3%AD.svg
Santa Cruz de la Sierra,https://upload.wikimedia.org/wikipedia/commons/f/f1/Flag_of_Santa_Cruz.svg
Sucre,https://upload.wikimedia.org/wikipedia/commons/0/0f/Bandera_de_Sucre.svg
Tarija,https://upload.wikimedia.org/wikipedia/commons/9/94/Flag_of_Tarija.svg
Trinidad,https://upload.wikimedia.org/wikipedia/commons/a/a1/Flag_of_Trinidad_-_Bolivia.svg
Cazin,https://upload.wikimedia.org/wikipedia/commons/6/61/Zastava_Cazina.svg
Čapljina,https://upload.wikimedia.org/wikipedia/commons/2/2f/Flag_of_Capljina.svg
Gradiška,https://upload.wikimedia.org/wikipedia/commons/6/62/Banner_of_Gradi%C5%A1ka.svg
Istočno Sarajevo,https://upload.wikimedia.org/wikipedia/commons/3/37/Flag_of_East_Sarajevo.svg
Mostar,https://upload.wikimedia.org/wikipedia/commons/f/ff/Flag_of_Mostar.svg
Prijedor,https://upload.wikimedia.org/wikipedia/commons/f/f9/Flag_of_Prijedor%2C_Bosnia_and_Herzegovina.svg
Sarajevo,https://upload.wikimedia.org/wikipedia/commons/f/ff/Flag_of_Sarajevo.svg
Stolac,https://upload.wikimedia.org/wikipedia/commons/2/29/Flag_of_Stolac.svg
Tuzla,https://upload.wikimedia.org/wikipedia/commons/3/38/Flag_of_Tuzla%2C_Bosnia_and_Herzegovina.svg
Zenica,https://upload.wikimedia.org/wikipedia/commons/8/8d/Flag_of_Zenica.svg
Abreu e Lima,https://upload.wikimedia.org/wikipedia/commons/a/a3/Abreu_e_Lima_Flag.svg
Alagoinhas,https://upload.wikimedia.org/wikipedia/commons/f/f8/Bandeira_de_Alagoinhas_-_BA.svg
Americana,https://upload.wikimedia.org/wikipedia/commons/3/39/Bandeira_de_Americana_-_SP.svg
Ananindeua,https://upload.wikimedia.org/wikipedia/commons/4/4e/Bandeira_de_Ananindeua_-_PA.svg
Aracaju,https://upload.wikimedia.org/wikipedia/commons/7/70/Bandeira_de_Aracaju.svg
Araçatuba,https://upload.wikimedia.org/wikipedia/commons/e/eb/Bandeira_de_Ara%C3%A7atuba.svg
Araguaína,https://upload.wikimedia.org/wikipedia/commons/8/80/Bandeira_Araguaina_Tocantins_Brasil.svg
Arapiraca,https://upload.wikimedia.org/wikipedia/commons/a/ad/Bandeira_de_Arapiraca_-_AL.svg
Arapongas,https://upload.wikimedia.org/wikipedia/commons/7/7a/Bandeira_de_Arapongas_-_PR.svg
Araraquara,https://upload.wikimedia.org/wikipedia/commons/f/fa/BandeiraAraraquara.svg
Araras,https://upload.wikimedia.org/wikipedia/commons/2/2e/Bandeira_de_Araras.svg
Balneário Camboriú,https://upload.wikimedia.org/wikipedia/commons/2/2f/Bandeira_de_Balne%C3%A1rio_Cambori%C3%BA_-_SC.svg
Barretos,https://upload.wikimedia.org/wikipedia/commons/3/34/Bandeira_Barretos_SaoPaulo_Brasil.svg
Bauru,https://upload.wikimedia.org/wikipedia/commons/d/d5/Bandeira_de_Bauru_-_SP.svg
Belém,https://upload.wikimedia.org/wikipedia/commons/0/0d/Bandeira_de_Bel%C3%A9m.svg
Belford Roxo,https://upload.wikimedia.org/wikipedia/commons/f/f4/Bandeira_de_Belford_Roxo.svg
Belo Horizonte,https://upload.wikimedia.org/wikipedia/commons/9/9c/Bandeira-de-Belo-Horizonte.svg
Bento Gonçalves,https://upload.wikimedia.org/wikipedia/commons/e/e5/Bandeira_de_Bento_Gon%C3%A7alves.svg
Betim,https://upload.wikimedia.org/wikipedia/commons/5/5e/BandeiraBetim.svg
Birigui,https://upload.wikimedia.org/wikipedia/commons/a/a7/Bandeira_de_Birig%C3%BCi.svg
Blumenau,https://upload.wikimedia.org/wikipedia/commons/2/29/Flag_of_Blumenau.svg
Boa Vista,https://upload.wikimedia.org/wikipedia/commons/c/cf/Bandeira_de_Boa_Vista.svg
Botucatu,https://upload.wikimedia.org/wikipedia/commons/d/db/Bandeira_Botucatu_SaoPaulo_Brasil.svg
Bragança,https://upload.wikimedia.org/wikipedia/commons/c/c1/Bandeira_de_Bragan%C3%A7a_%28Par%C3%A1%29.svg
Brasília,https://upload.wikimedia.org/wikipedia/commons/3/3c/Bandeira_do_Distrito_Federal_%28Brasil%29.svg
Brusque,https://upload.wikimedia.org/wikipedia/commons/b/b1/Flag_of_Brusque_city_%28Santa_Catarina%29.svg
Cachoeiro de Itapemirim,https://upload.wikimedia.org/wikipedia/commons/8/83/Bandeira_de_Cachoeiro_de_Itapemirim.svg
Caieiras,https://upload.wikimedia.org/wikipedia/commons/e/ec/Bandeira_de_Caieiras.svg
Camaragibe,https://upload.wikimedia.org/wikipedia/commons/9/97/BANDEIRA_DE_CAMARAGIBE.svg
Cambé,https://upload.wikimedia.org/wikipedia/commons/a/af/Bandeira_Cambe_Parana_Brasil.svg
Campina Grande,https://upload.wikimedia.org/wikipedia/commons/b/ba/Flag_campina_grande.svg
Campinas,https://upload.wikimedia.org/wikipedia/commons/0/08/Flag_of_Campinas.svg
Campo Grande,https://upload.wikimedia.org/wikipedia/commons/d/d9/Bandeira_de_Campo_Grande.svg
Caraguatatuba,https://upload.wikimedia.org/wikipedia/commons/5/50/Bandeira_Caraguatatuba_SaoPaulo_Brasil_v2.svg
Caxias,https://upload.wikimedia.org/wikipedia/commons/6/6f/Bandeira_do_Municipio_de_Caxias_Maranhao.svg
Caxias do Sul,https://upload.wikimedia.org/wikipedia/commons/4/4b/Bandeira_de_Caxias_do_Sul_-_RS.svg
Chapecó,https://upload.wikimedia.org/wikipedia/commons/a/af/Bandeira_de_chapeco.svg
Codó,https://upload.wikimedia.org/wikipedia/commons/5/51/Bandeira_de_Cod%C3%B3_-_MA.svg
Contagem,https://upload.wikimedia.org/wikipedia/commons/e/e7/Bandeira_de_Contagem_-_MG.svg
Coronel Fabriciano,https://upload.wikimedia.org/wikipedia/commons/d/da/Bandeira_de_Coronel_Fabriciano.svg
Criciúma,https://upload.wikimedia.org/wikipedia/commons/6/66/BandeiraCriciuma.svg
Cubatão,https://upload.wikimedia.org/wikipedia/commons/e/e5/Bandeira_do_munic%C3%ADpio_de_Cubat%C3%A3o%2C_SP.svg
Cuiabá,https://upload.wikimedia.org/wikipedia/commons/6/6b/Bandeira_de_Cuiab%C3%A1.svg
Curitiba,https://upload.wikimedia.org/wikipedia/commons/9/9f/Bandeira_de_Curitiba.svg
Divinópolis,https://upload.wikimedia.org/wikipedia/commons/3/34/Bandeira_de_divin%C3%B3polis.svg
Eunápolis,https://upload.wikimedia.org/wikipedia/commons/6/62/Bandeira_eunapolis.svg
Florianópolis,https://upload.wikimedia.org/wikipedia/commons/f/f6/Bandeira_de_Florian%C3%B3polis.svg
Fortaleza,https://upload.wikimedia.org/wikipedia/commons/3/38/Bandeira_de_Fortaleza.svg
Foz do Iguaçu,https://upload.wikimedia.org/wikipedia/commons/c/c6/BandeiraFozDoIguacu.svg
Garanhuns,https://upload.wikimedia.org/wikipedia/commons/4/49/BandeiraGaranhuns.svg
Goiânia,https://upload.wikimedia.org/wikipedia/commons/b/be/Bandeira_de_Goi%C3%A2nia.svg
Governador Valadares,https://upload.wikimedia.org/wikipedia/commons/b/b1/Bandeira_de_Governador_Valadares.svg
Guaratinguetá,https://upload.wikimedia.org/wikipedia/commons/5/5e/Bandeira_Guaratingueta_SaoPaulo_Brasil_2.svg
Guarulhos,https://upload.wikimedia.org/wikipedia/commons/b/b2/Bandeira_de_Guarulhos.svg
Hortolândia,https://upload.wikimedia.org/wikipedia/commons/a/ab/Bandeira_Hortolandia_SaoPaulo_Brasil.svg
Ilhéus,https://upload.wikimedia.org/wikipedia/commons/5/59/Flag_of_Ilh%C3%A9us.svg
Ipatinga,https://upload.wikimedia.org/wikipedia/commons/d/d1/Bandeira_de_Ipatinga.svg
Itabuna,https://upload.wikimedia.org/wikipedia/commons/3/31/Bandeira_Itabuna_Bahia_Brasil.svg
Itaituba,https://upload.wikimedia.org/wikipedia/commons/b/b1/Bandeira_Itaituba.svg
Itajaí,https://upload.wikimedia.org/wikipedia/commons/0/03/Bandeira_Itajai_SantaCatarina_Brasil.svg
Itapecerica da Serra,https://upload.wikimedia.org/wikipedia/commons/c/c1/Bandeira_ItapecericadaSerra_SaoPaulo_Brasil.svg
Itu,https://upload.wikimedia.org/wikipedia/commons/c/c2/Bandeira_de_Itu.svg
Jaboatão dos Guararapes,https://upload.wikimedia.org/wikipedia/commons/8/8e/Bandeira_JaboataodosGuararapes_Pernambuco_Brasil.svg
Japeri,https://upload.wikimedia.org/wikipedia/commons/d/d6/Bandeira_de_Japeri.svg
Jaraguá do Sul,https://upload.wikimedia.org/wikipedia/commons/7/79/Bandeira_JaraguadoSul_SantaCatarina_Brasil.svg
Ji-Paraná,https://upload.wikimedia.org/wikipedia/commons/d/d3/Flag_ji-paran%C3%A1.svg
João Pessoa,https://upload.wikimedia.org/wikipedia/commons/d/d9/Bandeira_de_Jo%C3%A3o_Pessoa.svg
Joinville,https://upload.wikimedia.org/wikipedia/commons/e/e4/Bandeira_de_Joinville.svg
Juiz de Fora,https://upload.wikimedia.org/wikipedia/commons/d/d7/Bandeira_de_Juiz_de_Fora.svg
Jundiaí,https://upload.wikimedia.org/wikipedia/commons/6/61/BandeiraJundiai.svg
Lages,https://upload.wikimedia.org/wikipedia/commons/2/23/Bandeira_lages.svg
Lavras,https://upload.wikimedia.org/wikipedia/commons/f/f5/Bandeira_de_Lavras.svg
Leme,https://upload.wikimedia.org/wikipedia/commons/3/3e/Bandeira_Leme_SaoPaulo_Brasil.svg
Limeira,https://upload.wikimedia.org/wikipedia/commons/a/a9/Bandeira_Limeira_SaoPaulo_Brasil.svg
Londrina,https://upload.wikimedia.org/wikipedia/commons/8/80/Bandeira_londrina.svg
Macaé,https://upload.wikimedia.org/wikipedia/commons/4/49/Bandeira-macae.svg
Macapá,https://upload.wikimedia.org/wikipedia/commons/a/a4/Bandeira_de_Macap%C3%A1.svg
Maceió,https://upload.wikimedia.org/wikipedia/commons/4/44/Bandeira_de_Macei%C3%B3.svg
Magé,https://upload.wikimedia.org/wikipedia/commons/6/64/Bandeira_de_Mag%C3%A9.svg
Mairiporã,https://upload.wikimedia.org/wikipedia/commons/4/45/Bandeira_de_Mairipor%C3%A3_-_SP.svg
Manaus,https://upload.wikimedia.org/wikipedia/commons/3/38/Bandeira_de_Manaus.svg
Marabá,https://upload.wikimedia.org/wikipedia/commons/3/37/Bandeira_de_Marab%C3%A1_%28Par%C3%A1%29.svg
Maricá,https://upload.wikimedia.org/wikipedia/commons/6/67/Bandeira_de_Maric%C3%A1.svg
Maringá,https://upload.wikimedia.org/wikipedia/commons/0/07/Bandeira_de_Maring%C3%A1_-_PR.svg
Marituba,https://upload.wikimedia.org/wikipedia/commons/7/7d/Flag_of_Marituba.svg
Mauá,https://upload.wikimedia.org/wikipedia/commons/3/3a/Bandeira_Maua_SaoPaulo_Brasil.svg
Mesquita,https://upload.wikimedia.org/wikipedia/commons/3/36/Bandeira_de_Mesquita_%28Rio_de_Janeiro%29.svg
Montes Claros,https://upload.wikimedia.org/wikipedia/commons/4/45/Bandeira_MontesClaros_MinasGerais_Brasil.svg
Natal,https://upload.wikimedia.org/wikipedia/commons/8/8f/Bandeira_de_Natal.svg
Niterói,https://upload.wikimedia.org/wikipedia/commons/8/88/Flag_of_Niter%C3%B3i.svg
Nova Friburgo,https://upload.wikimedia.org/wikipedia/commons/9/9f/Bandeira_de_Nova_Friburgo_-_RJ.svg
Nova Iguaçu,https://upload.wikimedia.org/wikipedia/commons/d/d6/Bandeira_de_Nova_Igua%C3%A7u.svg
Novo Hamburgo,https://upload.wikimedia.org/wikipedia/commons/f/f1/Bandeira_de_Novo_Hamburgo.svg
Osasco,https://upload.wikimedia.org/wikipedia/commons/6/60/Bandeira_de_Osasco.svg
Ourinhos,https://upload.wikimedia.org/wikipedia/commons/0/0e/Bandeira_de_Ourinhos_-_SP.svg
Palmas,https://upload.wikimedia.org/wikipedia/commons/9/9b/Bandeira_de_Palmas.svg
Paragominas,https://upload.wikimedia.org/wikipedia/commons/9/98/Bandeira_de_Paragominas_-_PA.svg
Parauapebas,https://upload.wikimedia.org/wikipedia/commons/f/fc/Bandeira_de_Parauapebas_%28Par%C3%A1%29.svg
Parintins,https://upload.wikimedia.org/wikipedia/commons/8/88/Flag_of_Parintins_%28Amazonas%29.svg
Parnamirim,https://upload.wikimedia.org/wikipedia/commons/9/99/Bandeira_de_Parnamirim_-_RN.svg
Passos,https://upload.wikimedia.org/wikipedia/commons/7/74/BandeiraPassosMG.svg
Patos,https://upload.wikimedia.org/wikipedia/commons/4/42/Bandeira_de_Patos_-_PB.svg
Paulínia,https://upload.wikimedia.org/wikipedia/commons/e/ed/Bandeira_de_Paul%C3%ADnia_-_SP.svg
Petrolina,https://upload.wikimedia.org/wikipedia/commons/7/72/Bandeira_petrolina.svg
Petrópolis,https://upload.wikimedia.org/wikipedia/commons/7/78/Bandeira_de_Petr%C3%B3polis.svg
Pindamonhangaba,https://upload.wikimedia.org/wikipedia/commons/9/94/Bandeira_Pindamonhangaba_SaoPaulo_Brasil.svg
Piracicaba,https://upload.wikimedia.org/wikipedia/commons/b/b8/Bandeira_de_Piracicaba_-_SP.svg
Porto Alegre,https://upload.wikimedia.org/wikipedia/commons/2/27/Bandeira_de_Porto_Alegre.svg
Porto Velho,https://upload.wikimedia.org/wikipedia/commons/2/2e/Bandeira_de_Porto_Velho.svg
Queimados,https://upload.wikimedia.org/wikipedia/commons/a/a8/Bandeira_de_Queimados.svg
Recife,https://upload.wikimedia.org/wikipedia/commons/5/53/Bandeira_de_Recife.svg
Ribeirão Preto,https://upload.wikimedia.org/wikipedia/commons/8/81/Bandeira_de_Ribeir%C3%A3o_Preto.svg
Rio Branco,https://upload.wikimedia.org/wikipedia/commons/5/5b/Bandeira_de_Rio_Branco.svg
Rio Claro,https://upload.wikimedia.org/wikipedia/commons/9/95/Bandeira_Rio_Claro_%28S%C3%A3o_Paulo%29.svg
Rio de Janeiro,https://upload.wikimedia.org/wikipedia/commons/a/a9/Bandeira_da_cidade_do_Rio_de_Janeiro.svg
Salvador,https://upload.wikimedia.org/wikipedia/commons/9/95/Bandeira_de_Salvador.svg
Santa Bárbara d'Oeste,https://upload.wikimedia.org/wikipedia/commons/f/ff/Bandeira_SantaBarbaradOeste_SaoPaulo_Brasil.svg
Santa Cruz do Capibaribe,https://upload.wikimedia.org/wikipedia/commons/9/97/Bandeira_scc.svg
Santa Cruz do Sul,https://upload.wikimedia.org/wikipedia/commons/2/22/Bandeira_de_Santa_Cruz_do_Sul_-_RS.svg
Santa Maria,https://upload.wikimedia.org/wikipedia/commons/6/6a/BandeiraSantaMariaRS.svg
Santo André,https://upload.wikimedia.org/wikipedia/commons/9/94/BandeiraSantoAndre.svg
Santo Antônio de Jesus,https://upload.wikimedia.org/wikipedia/commons/e/e2/Bandeira_de_Santo_Ant%C3%B4nio_de_Jesus_%28Bahia%29.svg
Santos,https://upload.wikimedia.org/wikipedia/commons/c/c7/Bandeira_de_Santos_%28S%C3%A3o_Paulo%29.svg
São Caetano do Sul,https://upload.wikimedia.org/wikipedia/commons/8/81/Bandeira_de_S%C3%A3o_Caetano_do_Sul.svg
São Carlos,https://upload.wikimedia.org/wikipedia/commons/e/e4/Bandeira_de_S%C3%A3o_Carlos.svg
